freq_MHz,dBuV_y
30909375.0,10.46582
30912500.0,10.49612
30915625.0,10.52166
30918750.0,10.54661
30921875.0,10.58965
30925000.0,10.62698
30928125.0,10.65854
30931250.0,10.68432
30934375.0,10.70426
30937500.0,10.71834
30940625.0,10.72652
30943750.0,10.72878
30946875.0,10.7251005
30950000.0,10.71543
30953125.0,10.69979
30956250.0,10.67815
30959375.0,10.65049
30962500.0,10.61684
30965625.0,10.57716
30968750.0,10.53151
30971875.0,10.47989
30975000.0,10.42233
30978125.0,10.35889
30981250.0,10.2896
30984375.0,10.2145605
30987500.0,10.13382
30990625.0,10.04751
30993750.0,9.95573
30996875.0,9.85862
31000000.0,9.75635052
31003125.0,9.65543
31006250.0,9.6024
31009375.0,9.55096
31012500.0,9.50137
31015625.0,9.45377
31018750.0,9.40829
31021875.0,9.4057
31025000.0,9.41833
31028125.0,9.42623
31031250.0,9.42947
31034375.0,9.42815
31037500.0,9.4224205
31040625.0,9.4124
31043750.0,9.39822
31046875.0,9.38006
31050000.0,9.39754
31053125.0,9.42415
31056250.0,9.45084
31059375.0,9.47742
31062500.0,9.50377
31065625.0,9.52974
31068750.0,9.55518
31071875.0,9.58003
31075000.0,9.60413
31078125.0,9.6274
31081250.0,9.64975
31084375.0,9.6711
31087500.0,9.69137
31090625.0,9.71051
31093750.0,9.72847
31096875.0,9.74522
31100000.0,9.76071
31103125.0,9.77495
31106250.0,9.78795052
31109375.0,9.79972
31112500.0,9.81029
31115625.0,9.81971
31118750.0,9.82805
31121875.0,9.83537
31125000.0,9.8418
31128125.0,9.84743
31131250.0,9.85238
31134375.0,9.85677052
31137500.0,9.86075
31140625.0,9.86445
31143750.0,9.86803
31146875.0,9.87162
31150000.0,9.87537
31153125.0,9.87941
31156250.0,9.88384
31159375.0,9.8888
31162500.0,9.89433
31165625.0,9.90054
31168750.0,9.90744
31171875.0,9.91504
31175000.0,9.92336
31178125.0,9.93233
31181250.0,9.94191
31184375.0,9.97922
31187500.0,10.0495205
31190625.0,10.11296
31193750.0,10.16945
31196875.0,10.21888
31200000.0,10.26118
31203125.0,10.29631
31206250.0,10.3242
31209375.0,10.34484
31212500.0,10.35822
31215625.0,10.36433
31218750.0,10.3632
31221875.0,10.35484
31225000.0,10.34801
31228125.0,10.38825
31231250.0,10.42262
31234375.0,10.45065
31237500.0,10.4719305
31240625.0,10.48619
31243750.0,10.49319
31246875.0,10.49286
31250000.0,10.48515
31253125.0,10.47014
31256250.0,10.44798
31259375.0,10.41896
31262500.0,10.38341
31265625.0,10.34178
31268750.0,10.2946205
31271875.0,10.24258
31275000.0,10.18635
31278125.0,10.12675
31281250.0,10.06468
31284375.0,10.00113
31287500.0,9.93709
31290625.0,9.87366
31293750.0,9.82777
31296875.0,9.81613
31300000.0,9.8056
31303125.0,9.79631
31306250.0,9.78828049
31309375.0,9.78159
31312500.0,9.77628
31315625.0,9.77234
31318750.0,9.76979
31321875.0,9.76864052
31325000.0,9.76884
31328125.0,9.77038
31331250.0,9.77321
31334375.0,9.77728
31337500.0,9.78255
31340625.0,9.78892
31343750.0,9.79638
31346875.0,9.80481
31350000.0,9.81719
31353125.0,9.8776
31356250.0,9.93947
31359375.0,10.0017605
31362500.0,10.06353
31365625.0,10.12386
31368750.0,10.1819105
31371875.0,10.23691
31375000.0,10.28815
31378125.0,10.33504
31381250.0,10.37703
31384375.0,10.41368
31387500.0,10.4446
31390625.0,10.4694805
31393750.0,10.4880905
31396875.0,10.50024
31400000.0,10.50584
31403125.0,10.50482
31406250.0,10.4972105
31409375.0,10.48304
31412500.0,10.46243
31415625.0,10.43555
31418750.0,10.4026
31421875.0,10.36382
31425000.0,10.3195305
31428125.0,10.27006
31431250.0,10.2158
31434375.0,10.15715
31437500.0,10.09459
31440625.0,10.07551
31443750.0,10.07328
31446875.0,10.11354
31450000.0,10.16628
31453125.0,10.21636
31456250.0,10.26376
31459375.0,10.30849
31462500.0,10.35056
31465625.0,10.38998
31468750.0,10.4268
31471875.0,10.46107
31475000.0,10.49281
31478125.0,10.52208
31481250.0,10.54896
31484375.0,10.57349
31487500.0,10.59573
31490625.0,10.61577
31493750.0,10.63365
31496875.0,10.64946
31500000.0,10.66327
31503125.0,10.67516
31506250.0,10.68522
31509375.0,10.69353
31512500.0,10.70018
31515625.0,10.70529
31518750.0,10.70895
31521875.0,10.7113
31525000.0,10.71245
31528125.0,10.71254
31531250.0,10.71172
31534375.0,10.71013
31537500.0,10.72335
31540625.0,10.74793
31543750.0,10.76809
31546875.0,10.78385
31550000.0,10.79526
31553125.0,10.80235
31556250.0,10.80523
31559375.0,10.80397
31562500.0,10.79867
31565625.0,10.78946
31568750.0,10.77645
31571875.0,10.75977
31575000.0,10.73956
31578125.0,10.7159605
31581250.0,10.71654
31584375.0,10.72627
31587500.0,10.7377
31590625.0,10.75082
31593750.0,10.76561
31596875.0,10.7819805
31600000.0,10.79985
31603125.0,10.8191
31606250.0,10.83958
31609375.0,10.86113
31612500.0,10.88358
31615625.0,10.90673
31618750.0,10.9304
31621875.0,10.95434
31625000.0,10.97839
31628125.0,11.0023
31631250.0,11.02588
31634375.0,11.04893
31637500.0,11.07127
31640625.0,11.09273
31643750.0,11.11314
31646875.0,11.13237
31650000.0,11.15028
31653125.0,11.16679
31656250.0,11.18183
31659375.0,11.19532
31662500.0,11.20727
31665625.0,11.21764
31668750.0,11.22649
31671875.0,11.23384
31675000.0,11.23979
31678125.0,11.24443
31681250.0,11.24789
31684375.0,11.25032
31687500.0,11.25188
31690625.0,11.25275
31693750.0,11.25316
31696875.0,11.25332
31700000.0,11.25345
31703125.0,11.25381
31706250.0,11.25463
31709375.0,11.25613
31712500.0,11.25861
31715625.0,11.26224
31718750.0,11.26727
31721875.0,11.2739
31725000.0,11.2823
31728125.0,11.29265
31731250.0,11.30506
31734375.0,11.31965
31737500.0,11.33649
31740625.0,11.38573
31743750.0,11.45643
31746875.0,11.52258
31750000.0,11.58389
31753125.0,11.6401205
31756250.0,11.69107
31759375.0,11.73662
31762500.0,11.77665
31765625.0,11.81113
31768750.0,11.84003
31771875.0,11.8634
31775000.0,11.88131
31778125.0,11.89386
31781250.0,11.90121
31784375.0,11.93092
31787500.0,11.97528
31790625.0,12.0193205
31793750.0,12.06307
31796875.0,12.10651
31800000.0,12.14964
31803125.0,12.19246
31806250.0,12.23497
31809375.0,12.2772
31812500.0,12.31913
31815625.0,12.36077
31818750.0,12.40211
31821875.0,12.44316
31825000.0,12.48389
31828125.0,12.52431
31831250.0,12.5644
31834375.0,12.60413
31837500.0,12.64349
31840625.0,12.68244
31843750.0,12.72096
31846875.0,12.75899
31850000.0,12.79652
31853125.0,12.8335
31856250.0,12.86989
31859375.0,12.90564
31862500.0,12.9407
31865625.0,12.97502
31868750.0,13.00857
31871875.0,13.04131
31875000.0,13.07317
31878125.0,13.10416
31881250.0,13.1342
31884375.0,13.1632805
31887500.0,13.1913805
31890625.0,13.21846
31893750.0,13.24454
31896875.0,13.26957
31900000.0,13.29358
31903125.0,13.31656
31906250.0,13.33853
31909375.0,13.3595
31912500.0,13.37949
31915625.0,13.39855
31918750.0,13.41668
31921875.0,13.43395
31925000.0,13.45038
31928125.0,13.46603
31931250.0,13.48096
31934375.0,13.49521
31937500.0,13.50884
31940625.0,13.5333
31943750.0,13.57324
31946875.0,13.6133
31950000.0,13.65334
31953125.0,13.69326
31956250.0,13.73296
31959375.0,13.77234
31962500.0,13.81126
31965625.0,13.84966
31968750.0,13.88745
31971875.0,13.92455
31975000.0,13.96087
31978125.0,13.99636
31981250.0,14.03094
31984375.0,14.0646105
31987500.0,14.0973
31990625.0,14.12898
31993750.0,14.15965
31996875.0,14.1892805
32000000.0,14.21787
32003125.0,14.24541
32006250.0,14.27189
32009375.0,14.29733
32012500.0,14.32175
32015625.0,14.34513
32018750.0,14.36752
32021875.0,14.3889
32025000.0,14.40929
32028125.0,14.42873
32031250.0,14.44722
32034375.0,14.46477
32037500.0,14.4814005
32040625.0,14.49713
32043750.0,14.51199
32046875.0,14.5259905
32050000.0,14.53916
32053125.0,14.55154
32056250.0,14.56313
32059375.0,14.57399
32062500.0,14.58415
32065625.0,14.59365
32068750.0,14.6025505
32071875.0,14.61089
32075000.0,14.61873
32078125.0,14.62613
32081250.0,14.63315
32084375.0,14.63985
32087500.0,14.64632
32090625.0,14.65261
32093750.0,14.65879
32096875.0,14.66494
32100000.0,14.67111
32103125.0,14.67735
32106250.0,14.68375
32109375.0,14.69034
32112500.0,14.69716
32115625.0,14.70426
32118750.0,14.71165
32121875.0,14.71938
32125000.0,14.72745
32128125.0,14.73585
32131250.0,14.74458
32134375.0,14.75364
32137500.0,14.76298
32140625.0,14.77258
32143750.0,14.78239
32146875.0,14.7924
32150000.0,14.80251
32153125.0,14.81268
32156250.0,14.82285
32159375.0,14.83295
32162500.0,14.84291
32165625.0,14.85267
32168750.0,14.86216
32171875.0,14.87131
32175000.0,14.88004
32178125.0,14.88827
32181250.0,14.89598
32184375.0,14.90308
32187500.0,14.90952
32190625.0,14.91524
32193750.0,14.92021
32196875.0,14.92438
32200000.0,14.92772
32203125.0,14.93022
32206250.0,14.93185
32209375.0,14.93262
32212500.0,14.93252
32215625.0,14.9315605
32218750.0,14.9297905
32221875.0,14.92726
32225000.0,14.92399
32228125.0,14.92007
32231250.0,14.91557
32234375.0,14.91061
32237500.0,14.93092
32240625.0,14.9933605
32243750.0,15.05478
32246875.0,15.11515
32250000.0,15.17448
32253125.0,15.23278
32256250.0,15.29007
32259375.0,15.3464
32262500.0,15.40181
32265625.0,15.45637
32268750.0,15.51014
32271875.0,15.56317
32275000.0,15.6155405
32278125.0,15.6673
32281250.0,15.71854
32284375.0,15.7693
32287500.0,15.81964
32290625.0,15.86961
32293750.0,15.91923
32296875.0,15.96854
32300000.0,16.01758
32303125.0,16.06633
32306250.0,16.11479
32309375.0,16.16298
32312500.0,16.21085
32315625.0,16.25836
32318750.0,16.30549
32321875.0,16.3522
32325000.0,16.39839
32328125.0,16.44403
32331250.0,16.48902
32334375.0,16.53329
32337500.0,16.57679
32340625.0,16.61939
32343750.0,16.66101
32346875.0,16.70158
32350000.0,16.74101
32353125.0,16.77919
32356250.0,16.81605
32359375.0,16.85151
32362500.0,16.8855
32365625.0,16.91795
32368750.0,16.94877
32371875.0,16.97792
32375000.0,17.00535
32378125.0,17.03099
32381250.0,17.05484
32384375.0,17.07684
32387500.0,17.09698
32390625.0,17.11524
32393750.0,17.13161
32396875.0,17.14611
32400000.0,17.15871
32403125.0,17.16947
32406250.0,17.178381
32409375.0,17.18549
32412500.0,17.19081
32415625.0,17.1944
32418750.0,17.19631
32421875.0,17.21941
32425000.0,17.24255
32428125.0,17.2632
32431250.0,17.28137
32434375.0,17.2971
32437500.0,17.310421
32440625.0,17.32137
32443750.0,17.33004
32446875.0,17.33646
32450000.0,17.34071
32453125.0,17.34291
32456250.0,17.34314
32459375.0,17.34151
32462500.0,17.33816
32465625.0,17.35522
32468750.0,17.3772
32471875.0,17.3972
32475000.0,17.41538
32478125.0,17.43186
32481250.0,17.44676
32484375.0,17.4602
32487500.0,17.47226
32490625.0,17.48305
32493750.0,17.49268
32496875.0,17.50122
32500000.0,17.50874
32503125.0,17.51531
32506250.0,17.52098
32509375.0,17.52579
32512500.0,17.52976
32515625.0,17.53297
32518750.0,17.53537
32521875.0,17.53701
32525000.0,17.53789
32528125.0,17.53802
32531250.0,17.5374
32534375.0,17.53602
32537500.0,17.5339
32540625.0,17.53104
32543750.0,17.52745
32546875.0,17.52313
32550000.0,17.51927
32553125.0,17.52477
32556250.0,17.53086
32559375.0,17.53755
32562500.0,17.54479
32565625.0,17.55252
32568750.0,17.56067
32571875.0,17.56917
32575000.0,17.57793
32578125.0,17.59807
32581250.0,17.6411
32584375.0,17.6835
32587500.0,17.72519
32590625.0,17.76611
32593750.0,17.80615
32596875.0,17.84525
32600000.0,17.88332
32603125.0,17.92024
32606250.0,17.95593
32609375.0,17.99033
32612500.0,18.0233
32615625.0,18.054781
32618750.0,18.08468
32621875.0,18.11293
32625000.0,18.13945
32628125.0,18.16418
32631250.0,18.1871
32634375.0,18.20812
32637500.0,18.22725
32640625.0,18.24445
32643750.0,18.25971
32646875.0,18.27306
32650000.0,18.28447
32653125.0,18.294
32656250.0,18.30167
32659375.0,18.30753
32662500.0,18.31161
32665625.0,18.314
32668750.0,18.31474
32671875.0,18.31393
32675000.0,18.31162
32678125.0,18.30791
32681250.0,18.30289
32684375.0,18.29663
32687500.0,18.28921
32690625.0,18.28077
32693750.0,18.27135
32696875.0,18.26106
32700000.0,18.24998
32703125.0,18.23821
32706250.0,18.22583
32709375.0,18.21293
32712500.0,18.23363
32715625.0,18.27612
32718750.0,18.31783
32721875.0,18.35881
32725000.0,18.39909
32728125.0,18.43875
32731250.0,18.47787
32734375.0,18.51652
32737500.0,18.55481
32740625.0,18.59283
32743750.0,18.63066
32746875.0,18.66843
32750000.0,18.70625
32753125.0,18.74418
32756250.0,18.78236
32759375.0,18.82086
32762500.0,18.85977
32765625.0,18.89916
32768750.0,18.9391
32771875.0,18.97963
32775000.0,19.02078
32778125.0,19.06258
32781250.0,19.10499
32784375.0,19.14801
32787500.0,19.19158
32790625.0,19.23566
32793750.0,19.28014
32796875.0,19.32493
32800000.0,19.3699
32803125.0,19.41487
32806250.0,19.45975
32809375.0,19.5043
32812500.0,19.54839
32815625.0,19.59177
32818750.0,19.63426
32821875.0,19.67566
32825000.0,19.71574
32828125.0,19.75428
32831250.0,19.79108
32834375.0,19.82593
32837500.0,19.85861
32840625.0,19.88895
32843750.0,19.91677
32846875.0,19.94189
32850000.0,19.96417
32853125.0,19.98346
32856250.0,19.99964
32859375.0,20.01263
32862500.0,20.02234
32865625.0,20.02868
32868750.0,20.03165
32871875.0,20.03123
32875000.0,20.027401
32878125.0,20.0202
32881250.0,20.00966
32884375.0,20.00896
32887500.0,20.04263
32890625.0,20.07327
32893750.0,20.10093
32896875.0,20.12566
32900000.0,20.14752
32903125.0,20.16662
32906250.0,20.18304
32909375.0,20.1969
32912500.0,20.20833
32915625.0,20.21746
32918750.0,20.22441
32921875.0,20.22936
32925000.0,20.23245
32928125.0,20.23384
32931250.0,20.23368
32934375.0,20.23213
32937500.0,20.22932
32940625.0,20.22542
32943750.0,20.22056
32946875.0,20.21487
32950000.0,20.20844
32953125.0,20.20139
32956250.0,20.19382
32959375.0,20.18578
32962500.0,20.17732
32965625.0,20.1685
32968750.0,20.15933
32971875.0,20.1498
32975000.0,20.13992
32978125.0,20.12962
32981250.0,20.11889
32984375.0,20.10764
32987500.0,20.09579
32990625.0,20.08328
32993750.0,20.07
32996875.0,20.05583
33000000.0,20.04068
33003125.0,20.02443
33006250.0,20.00695
33009375.0,19.98814
33012500.0,19.96786
33015625.0,19.94603
33018750.0,19.9225
33021875.0,19.89722
33025000.0,19.87006
33028125.0,19.88211
33031250.0,19.90438
33034375.0,19.92508
33037500.0,19.94411
33040625.0,19.96134
33043750.0,19.97671
33046875.0,19.9901
33050000.0,20.00143
33053125.0,20.01064
33056250.0,20.01768
33059375.0,20.02248
33062500.0,20.025
33065625.0,20.02524
33068750.0,20.02317
33071875.0,20.01879
33075000.0,20.01213
33078125.0,20.00317
33081250.0,19.992
33084375.0,19.97862
33087500.0,19.96312
33090625.0,19.94553
33093750.0,19.92594
33096875.0,19.9044
33100000.0,19.88103
33103125.0,19.85588
33106250.0,19.82906
33109375.0,19.80065
33112500.0,19.77074
33115625.0,19.73943
33118750.0,19.70677
33121875.0,19.6729
33125000.0,19.63788
33128125.0,19.60178
33131250.0,19.56467
33134375.0,19.52663
33137500.0,19.48772
33140625.0,19.44801
33143750.0,19.40754
33146875.0,19.36636
33150000.0,19.32453
33153125.0,19.28207
33156250.0,19.23904
33159375.0,19.19548
33162500.0,19.15141
33165625.0,19.10687
33168750.0,19.06189
33171875.0,19.0165
33175000.0,18.97073
33178125.0,18.92463
33181250.0,18.87823
33184375.0,18.83155
33187500.0,18.78462
33190625.0,18.7375
33193750.0,18.6902
33196875.0,18.64275
33200000.0,18.5952
33203125.0,18.54758
33206250.0,18.49991
33209375.0,18.45221
33212500.0,18.40449
33215625.0,18.3568
33218750.0,18.30912
33221875.0,18.26835
33225000.0,18.2936
33228125.0,18.31728
33231250.0,18.33925
33234375.0,18.35941
33237500.0,18.37762
33240625.0,18.39381
33243750.0,18.40789
33246875.0,18.41981
33250000.0,18.42952
33253125.0,18.43695
33256250.0,18.442091
33259375.0,18.44494
33262500.0,18.44547
33265625.0,18.44372
33268750.0,18.43967
33271875.0,18.4334
33275000.0,18.42489
33278125.0,18.41423
33281250.0,18.40146
33284375.0,18.38666
33287500.0,18.36986
33290625.0,18.35117
33293750.0,18.33067
33296875.0,18.30842
33300000.0,18.28452
33303125.0,18.25906
33306250.0,18.23214
33309375.0,18.20383
33312500.0,18.17422
33315625.0,18.14344
33318750.0,18.11156
33321875.0,18.07864
33325000.0,18.0448
33328125.0,18.01011
33331250.0,17.97464
33334375.0,17.93848
33337500.0,17.90168
33340625.0,17.86432
33343750.0,17.82644
33346875.0,17.79012
33350000.0,17.78285
33353125.0,17.77594
33356250.0,17.76939
33359375.0,17.76318
33362500.0,17.75726
33365625.0,17.75159
33368750.0,17.74609
33371875.0,17.74071
33375000.0,17.73536
33378125.0,17.72996
33381250.0,17.72442
33384375.0,17.71863
33387500.0,17.71248
33390625.0,17.7059
33393750.0,17.698761
33396875.0,17.69097
33400000.0,17.68241
33403125.0,17.673
33406250.0,17.66264
33409375.0,17.65123
33412500.0,17.63869
33415625.0,17.62496
33418750.0,17.60995
33421875.0,17.5936
33425000.0,17.575861
33428125.0,17.55669
33431250.0,17.53601
33434375.0,17.51384
33437500.0,17.49013
33440625.0,17.46489
33443750.0,17.43806
33446875.0,17.40967
33450000.0,17.3797
33453125.0,17.34817
33456250.0,17.31509
33459375.0,17.28043
33462500.0,17.24423
33465625.0,17.20648
33468750.0,17.1672
33471875.0,17.12637
33475000.0,17.08401
33478125.0,17.0401
33481250.0,16.99462
33484375.0,16.94756
33487500.0,16.89889
33490625.0,16.84858
33493750.0,16.79659
33496875.0,16.74287
33500000.0,16.68737
33503125.0,16.63003
33506250.0,16.57077
33509375.0,16.50954
33512500.0,16.44628
33515625.0,16.3809
33518750.0,16.31336
33521875.0,16.24356
33525000.0,16.17145
33528125.0,16.097
33531250.0,16.02013
33534375.0,15.94085
33537500.0,15.85912
33540625.0,15.7749405
33543750.0,15.68834
33546875.0,15.59935
33550000.0,15.52721
33553125.0,15.46086
33556250.0,15.39126
33559375.0,15.31853
33562500.0,15.24277
33565625.0,15.1642
33568750.0,15.08295
33571875.0,14.9993105
33575000.0,14.91349
33578125.0,14.82578
33581250.0,14.7365
33584375.0,14.64597
33587500.0,14.55451
33590625.0,14.46254
33593750.0,14.3704
33596875.0,14.33192
33600000.0,14.3644905
33603125.0,14.39563
33606250.0,14.42503
33609375.0,14.45235
33612500.0,14.47733
33615625.0,14.49967
33618750.0,14.51914
33621875.0,14.53551
33625000.0,14.54858
33628125.0,14.55825
33631250.0,14.56438
33634375.0,14.5669
33637500.0,14.56577
33640625.0,14.56099
33643750.0,14.55258
33646875.0,14.54058
33650000.0,14.52509
33653125.0,14.5062
33656250.0,14.48405
33659375.0,14.45872
33662500.0,14.43037
33665625.0,14.39916
33668750.0,14.36523
33671875.0,14.32869
33675000.0,14.2897005
33678125.0,14.24835
33681250.0,14.20476
33684375.0,14.15899
33687500.0,14.11112
33690625.0,14.0612
33693750.0,14.00925
33696875.0,13.95525
33700000.0,13.8992
33703125.0,13.84106
33706250.0,13.84972
33709375.0,13.85594
33712500.0,13.85626
33715625.0,13.85071
33718750.0,13.83937
33721875.0,13.82242
33725000.0,13.8
33728125.0,13.77238
33731250.0,13.7398205
33734375.0,13.7026005
33737500.0,13.66108
33740625.0,13.6156
33743750.0,13.56654
33746875.0,13.51434
33750000.0,13.45938
33753125.0,13.40211
33756250.0,13.34296
33759375.0,13.28239
33762500.0,13.22082
33765625.0,13.1587105
33768750.0,13.0965
33771875.0,13.03461
33775000.0,12.97344
33778125.0,12.91341
33781250.0,12.85486
33784375.0,12.79818
33787500.0,12.7437
33790625.0,12.69171
33793750.0,12.64247
33796875.0,12.59625
33800000.0,12.55322
33803125.0,12.51357
33806250.0,12.47742
33809375.0,12.44485
33812500.0,12.4159
33815625.0,12.39056
33818750.0,12.36879
33821875.0,12.35048
33825000.0,12.33549
33828125.0,12.32362
33831250.0,12.31467
33834375.0,12.30835
33837500.0,12.30435
33840625.0,12.30231
33843750.0,12.30189
33846875.0,12.30266
33850000.0,12.30422
33853125.0,12.30612
33856250.0,12.30792
33859375.0,12.30916
33862500.0,12.30937
33865625.0,12.30812
33868750.0,12.30493
33871875.0,12.29938
33875000.0,12.29103
33878125.0,12.27949
33881250.0,12.26435
33884375.0,12.24528
33887500.0,12.22192
33890625.0,12.19397
33893750.0,12.16114
33896875.0,12.12318
33900000.0,12.07989
33903125.0,12.03108
33906250.0,11.9766
33909375.0,11.91634
33912500.0,11.85021
33915625.0,11.77817
33918750.0,11.7002
33921875.0,11.61636
33925000.0,11.52667
33928125.0,11.43122
33931250.0,11.33014
33934375.0,11.22357
33937500.0,11.11171
33940625.0,11.00605
33943750.0,10.95267
33946875.0,10.89851
33950000.0,10.84382
