freq_MHz,dBuV_z
93028125.0,22.6456
93031250.0,22.62165
93034375.0,22.59509
93037500.0,22.56595
93040625.0,22.53433
93043750.0,22.50028
93046875.0,22.46386
93050000.0,22.42512
93053125.0,22.3841
93056250.0,22.34084
93059375.0,22.29536
93062500.0,22.24773
93065625.0,22.19792
93068750.0,22.14598
93071875.0,22.09193
93075000.0,22.0358
93078125.0,21.97762
93081250.0,21.92258
93084375.0,21.97799
93087500.0,22.02934
93090625.0,22.07654
93093750.0,22.11948
93096875.0,22.15813
93100000.0,22.1924
93103125.0,22.222271
93106250.0,22.2477
93109375.0,22.26868
93112500.0,22.28522
93115625.0,22.29733
93118750.0,22.30507
93121875.0,22.30849
93125000.0,22.30764
93128125.0,22.30262
93131250.0,22.29353
93134375.0,22.28049
93137500.0,22.26365
93140625.0,22.24314
93143750.0,22.21915
93146875.0,22.19185
93150000.0,22.16145
93153125.0,22.12814
93156250.0,22.09218
93159375.0,22.05377
93162500.0,22.01318
93165625.0,21.97064
93168750.0,21.92642
93171875.0,21.8808
93175000.0,21.83404
93178125.0,21.78641
93181250.0,21.73819
93184375.0,21.68967
93187500.0,21.64111
93190625.0,21.5928
93193750.0,21.54498
93196875.0,21.49793
93200000.0,21.4519
93203125.0,21.40713
93206250.0,21.36385
93209375.0,21.37095
93212500.0,21.44486
93215625.0,21.51442
93218750.0,21.57935
93221875.0,21.63937
93225000.0,21.69437
93228125.0,21.74422
93231250.0,21.78887
93234375.0,21.82832
93237500.0,21.86265
93240625.0,21.89197
93243750.0,21.91645
93246875.0,21.93628
93250000.0,21.95173
93253125.0,21.96302
93256250.0,21.97047
93259375.0,21.97436
93262500.0,21.97498
93265625.0,21.97263
93268750.0,21.96761
93271875.0,21.96015
93275000.0,21.95048
93278125.0,21.93882
93281250.0,21.92531
93284375.0,21.91006
93287500.0,21.89313
93290625.0,21.87453
93293750.0,21.85423
93296875.0,21.83217
93300000.0,21.80815
93303125.0,21.78205
93306250.0,21.75362
93309375.0,21.72261
93312500.0,21.68871
93315625.0,21.65163
93318750.0,21.61102
93321875.0,21.5665
93325000.0,21.52235
93328125.0,21.56115
93331250.0,21.60015
93334375.0,21.6392
93337500.0,21.67809
93340625.0,21.71664
93343750.0,21.75469
93346875.0,21.79201
93350000.0,21.82842
93353125.0,21.86372
93356250.0,21.8977
93359375.0,21.93014
93362500.0,21.96089
93365625.0,21.98972
93368750.0,22.01645
93371875.0,22.04089
93375000.0,22.06287
93378125.0,22.0822
93381250.0,22.09878
93384375.0,22.11244
93387500.0,22.12308
93390625.0,22.13058
93393750.0,22.134861
93396875.0,22.13588
93400000.0,22.1336
93403125.0,22.128
93406250.0,22.1191
93409375.0,22.10697
93412500.0,22.09168
93415625.0,22.07337
93418750.0,22.05218
93421875.0,22.0283
93425000.0,22.00195
93428125.0,21.97342
93431250.0,21.94301
93434375.0,21.91103
93437500.0,21.8779
93440625.0,21.844
93443750.0,21.80976
93446875.0,21.77563
93450000.0,21.7421
93453125.0,21.70962
93456250.0,21.67866
93459375.0,21.64967
93462500.0,21.62308
93465625.0,21.59928
93468750.0,21.57858
93471875.0,21.56129
93475000.0,21.54759
93478125.0,21.53762
93481250.0,21.53143
93484375.0,21.52897
93487500.0,21.53015
93490625.0,21.53475
93493750.0,21.542511
93496875.0,21.55309
93500000.0,21.56609
93503125.0,21.58111
93506250.0,21.59766
93509375.0,21.61528
93512500.0,21.6335
93515625.0,21.65184
93518750.0,21.66986
93521875.0,21.68714
93525000.0,21.70334
93528125.0,21.71813
93531250.0,21.73125
93534375.0,21.74249
93537500.0,21.75172
93540625.0,21.75887
93543750.0,21.76394
93546875.0,21.76698
93550000.0,21.76813
93553125.0,21.76754
93556250.0,21.76549
93559375.0,21.76224
93562500.0,21.75813
93565625.0,21.75356
93568750.0,21.74892
93571875.0,21.74466
93575000.0,21.74121
93578125.0,21.73903
93581250.0,21.73859
93584375.0,21.74033
93587500.0,21.74465
93590625.0,21.75196
93593750.0,21.76259
93596875.0,21.77682
93600000.0,21.79491
93603125.0,21.81702
93606250.0,21.84323
93609375.0,21.87357
93612500.0,21.908
93615625.0,21.94637
93618750.0,21.98848
93621875.0,22.03406
93625000.0,22.08276
93628125.0,22.13418
93631250.0,22.18787
93634375.0,22.24332
93637500.0,22.30001
93640625.0,22.35739
93643750.0,22.41489
93646875.0,22.47193
93650000.0,22.52795
93653125.0,22.58237
93656250.0,22.63467
93659375.0,22.68433
93662500.0,22.73087
93665625.0,22.77384
93668750.0,22.81282
93671875.0,22.84747
93675000.0,22.87743
93678125.0,22.90245
93681250.0,22.92229
93684375.0,22.93678
93687500.0,22.94577
93690625.0,22.94919
93693750.0,22.94698
93696875.0,22.93914
93700000.0,22.92573
93703125.0,22.90682
93706250.0,22.88254
93709375.0,22.85305
93712500.0,22.81852
93715625.0,22.7792
93718750.0,22.73533
93721875.0,22.68718
93725000.0,22.63506
93728125.0,22.57929
93731250.0,22.52022
93734375.0,22.45819
93737500.0,22.3936
93740625.0,22.32684
93743750.0,22.2583
93746875.0,22.18838
93750000.0,22.11752
93753125.0,22.04612
93756250.0,21.97463
93759375.0,21.903471
93762500.0,21.83308
93765625.0,21.76389
93768750.0,21.6963
93771875.0,21.63076
93775000.0,21.56765
93778125.0,21.50736
93781250.0,21.45025
93784375.0,21.39666
93787500.0,21.34689
93790625.0,21.3012
93793750.0,21.2598
93796875.0,21.22288
93800000.0,21.19055
93803125.0,21.16286
93806250.0,21.13979
93809375.0,21.12129
93812500.0,21.10725
93815625.0,21.09746
93818750.0,21.09169
93821875.0,21.08964
93825000.0,21.09096
93828125.0,21.0953
93831250.0,21.10222
93834375.0,21.11128
93837500.0,21.12206
93840625.0,21.13409
93843750.0,21.14694
93846875.0,21.16016
93850000.0,21.17331
93853125.0,21.18602
93856250.0,21.19793
93859375.0,21.20869
93862500.0,21.21803
93865625.0,21.22571
93868750.0,21.23149
93871875.0,21.23524
93875000.0,21.23683
93878125.0,21.2362
93881250.0,21.23331
93884375.0,21.22817
93887500.0,21.22084
93890625.0,21.21138
93893750.0,21.19994
93896875.0,21.18663
93900000.0,21.17162
93903125.0,21.15509
93906250.0,21.13724
93909375.0,21.11826
93912500.0,21.09833
93915625.0,21.07768
93918750.0,21.05651
93921875.0,21.03496
93925000.0,21.01321
93928125.0,20.99143
93931250.0,20.96969
93934375.0,20.94811
93937500.0,20.92676
93940625.0,20.90565
93943750.0,20.8848
93946875.0,20.86416
93950000.0,20.84367
93953125.0,20.82325
93956250.0,20.80277
93959375.0,20.78209
93962500.0,20.76104
93965625.0,20.73941
93968750.0,20.71703
93971875.0,20.69365
93975000.0,20.66905
93978125.0,20.64301
93981250.0,20.61528
93984375.0,20.58562
93987500.0,20.55383
93990625.0,20.51968
93993750.0,20.48297
93996875.0,20.44351
94000000.0,20.41959
94003125.0,20.44482
94006250.0,20.47342
94009375.0,20.5051
94012500.0,20.5396
94015625.0,20.57659
94018750.0,20.61576
94021875.0,20.65676
94025000.0,20.69923
94028125.0,20.74284
94031250.0,20.78721
94034375.0,20.832
94037500.0,20.87685
94040625.0,20.92141
94043750.0,20.96536
94046875.0,21.00838
94050000.0,21.05014
94053125.0,21.09034
94056250.0,21.12868
94059375.0,21.16489
94062500.0,21.19868
94065625.0,21.2298
94068750.0,21.25799
94071875.0,21.28299
94075000.0,21.30456
94078125.0,21.32249
94081250.0,21.33655
94084375.0,21.34652
94087500.0,21.35224
94090625.0,21.35349
94093750.0,21.35014
94096875.0,21.34204
94100000.0,21.32906
94103125.0,21.31113
94106250.0,21.28815
94109375.0,21.26012
94112500.0,21.22703
94115625.0,21.18893
94118750.0,21.14591
94121875.0,21.0981
94125000.0,21.04572
94128125.0,20.98898
94131250.0,20.9282
94134375.0,20.86374
94137500.0,20.796
94140625.0,20.72546
94143750.0,20.65265
94146875.0,20.57817
94150000.0,20.50265
94153125.0,20.42676
94156250.0,20.35121
94159375.0,20.27673
94162500.0,20.20409
94165625.0,20.13401
94168750.0,20.06723
94171875.0,20.00442
94175000.0,19.94626
94178125.0,19.89329
94181250.0,19.84604
94184375.0,19.80489
94187500.0,19.77016
94190625.0,19.76789
94193750.0,19.85627
94196875.0,19.93985
94200000.0,20.01845
94203125.0,20.0919
94206250.0,20.16
94209375.0,20.22253
94212500.0,20.27932
94215625.0,20.33015
94218750.0,20.37485
94221875.0,20.41325
94225000.0,20.44517
94228125.0,20.47051
94231250.0,20.48917
94234375.0,20.50105
94237500.0,20.50616
94240625.0,20.5045
94243750.0,20.49614
94246875.0,20.48119
94250000.0,20.45983
94253125.0,20.43224
94256250.0,20.3987
94259375.0,20.35955
94262500.0,20.31513
94265625.0,20.26823
94268750.0,20.29475
94271875.0,20.3192
94275000.0,20.34148
94278125.0,20.36156
94281250.0,20.37936
94284375.0,20.3949
94287500.0,20.40817
94290625.0,20.41919
94293750.0,20.42798
94296875.0,20.43459
94300000.0,20.43909
94303125.0,20.44152
94306250.0,20.44199
94309375.0,20.44057
94312500.0,20.43739
94315625.0,20.43256
94318750.0,20.4262
94321875.0,20.41848
94325000.0,20.40954
94328125.0,20.39954
94331250.0,20.40409
94334375.0,20.41919
94337500.0,20.43227
94340625.0,20.4436
94343750.0,20.45345
94346875.0,20.46209
94350000.0,20.46979
94353125.0,20.47682
94356250.0,20.48343
94359375.0,20.48984
94362500.0,20.49628
94365625.0,20.50294
94368750.0,20.50999
94371875.0,20.51755
94375000.0,20.52573
94378125.0,20.53459
94381250.0,20.54416
94384375.0,20.55443
94387500.0,20.56536
94390625.0,20.57687
94393750.0,20.58885
94396875.0,20.60118
94400000.0,20.61367
94403125.0,20.62613
94406250.0,20.63834
94409375.0,20.65008
94412500.0,20.66107
94415625.0,20.67108
94418750.0,20.67982
94421875.0,20.68703
94425000.0,20.69244
94428125.0,20.69576
94431250.0,20.69677
94434375.0,20.69519
94437500.0,20.71647
94440625.0,20.74982
94443750.0,20.7821
94446875.0,20.81297
94450000.0,20.84212
94453125.0,20.86926
94456250.0,20.8941
94459375.0,20.91638
94462500.0,20.93589
94465625.0,20.95241
94468750.0,20.96574
94471875.0,20.97575
94475000.0,20.98233
94478125.0,20.98539
94481250.0,20.98487
94484375.0,20.98074
94487500.0,20.97304
94490625.0,20.96178
94493750.0,20.94707
94496875.0,20.92901
94500000.0,20.90774
94503125.0,20.88341
94506250.0,20.85625
94509375.0,20.82647
94512500.0,20.79427
94515625.0,20.75995
94518750.0,20.72377
94521875.0,20.686
94525000.0,20.64694
94528125.0,20.60686
94531250.0,20.56605
94534375.0,20.5248
94537500.0,20.48333
94540625.0,20.44191
94543750.0,20.40076
94546875.0,20.36005
94550000.0,20.31995
94553125.0,20.28059
94556250.0,20.24206
94559375.0,20.20442
94562500.0,20.16769
94565625.0,20.13183
94568750.0,20.09681
94571875.0,20.06254
94575000.0,20.02891
94578125.0,19.99577
94581250.0,19.96299
94584375.0,19.9304
94587500.0,19.89781
94590625.0,19.86505
94593750.0,19.83197
94596875.0,19.79843
94600000.0,19.76425
94603125.0,19.72938
94606250.0,19.69369
94609375.0,19.65717
94612500.0,19.63939
94615625.0,19.63405
94618750.0,19.62689
94621875.0,19.61817
94625000.0,19.60818
94628125.0,19.5972
94631250.0,19.58548
94634375.0,19.57334
94637500.0,19.561
94640625.0,19.54871
94643750.0,19.5367
94646875.0,19.52511
94650000.0,19.51408
94653125.0,19.50375
94656250.0,19.49416
94659375.0,19.48535
94662500.0,19.47729
94665625.0,19.46994
94668750.0,19.4632
94671875.0,19.45696
94675000.0,19.4511
94678125.0,19.44545
94681250.0,19.43983
94684375.0,19.4341
94687500.0,19.42808
94690625.0,19.42158
94693750.0,19.41452
94696875.0,19.40673
94700000.0,19.39815
94703125.0,19.38869
94706250.0,19.38869
94709375.0,19.40086
94712500.0,19.41861
94715625.0,19.45997
94718750.0,19.5005
94721875.0,19.53965
94725000.0,19.57692
94728125.0,19.61186
94731250.0,19.64407
94734375.0,19.6732
94737500.0,19.69896
94740625.0,19.72112
94743750.0,19.73955
94746875.0,19.7541
94750000.0,19.7648
94753125.0,19.77165
94756250.0,19.77475
94759375.0,19.77426
94762500.0,19.77039
94765625.0,19.76338
94768750.0,19.75359
94771875.0,19.74133
94775000.0,19.72705
94778125.0,19.71115
94781250.0,19.69412
94784375.0,19.67644
94787500.0,19.65859
94790625.0,19.64111
94793750.0,19.62449
94796875.0,19.62372
94800000.0,19.68687
94803125.0,19.75337
94806250.0,19.82276
94809375.0,19.89448
94812500.0,19.96796
94815625.0,20.04259
94818750.0,20.11774
94821875.0,20.19273
94825000.0,20.26692
94828125.0,20.33964
94831250.0,20.41025
94834375.0,20.47811
94837500.0,20.54262
94840625.0,20.60318
94843750.0,20.65923
94846875.0,20.71028
94850000.0,20.75584
94853125.0,20.79548
94856250.0,20.82882
94859375.0,20.85553
94862500.0,20.8753
94865625.0,20.8879
94868750.0,20.89315
94871875.0,20.89089
94875000.0,20.88107
94878125.0,20.86362
94881250.0,20.83855
94884375.0,20.80593
94887500.0,20.76587
94890625.0,20.71852
94893750.0,20.66407
94896875.0,20.60279
94900000.0,20.53495
94903125.0,20.46088
94906250.0,20.38095
94909375.0,20.29559
94912500.0,20.21356
94915625.0,20.18727
94918750.0,20.1628
94921875.0,20.14043
94925000.0,20.120451
94928125.0,20.103
94931250.0,20.08814
94934375.0,20.0759
94937500.0,20.06615
94940625.0,20.05873
94943750.0,20.053381
94946875.0,20.04979
94950000.0,20.04758
94953125.0,20.0463
94956250.0,20.04549
94959375.0,20.04466
94962500.0,20.04328
94965625.0,20.04085
94968750.0,20.03686
94971875.0,20.03081
94975000.0,20.02226
94978125.0,20.01076
94981250.0,19.99594
94984375.0,19.97745
94987500.0,19.95502
94990625.0,19.92841
94993750.0,19.89746
94996875.0,19.86206
95000000.0,19.82216
95003125.0,19.77717
95006250.0,19.72778
95009375.0,19.67413
95012500.0,19.61643
95015625.0,19.55494
95018750.0,19.48997
95021875.0,19.42188
95025000.0,19.35109
95028125.0,19.27805
95031250.0,19.20323
95034375.0,19.12717
95037500.0,19.05041
95040625.0,18.97349
95043750.0,18.89697
95046875.0,18.84134
95050000.0,18.92529
95053125.0,19.00954
95056250.0,19.0935
95059375.0,19.17664
95062500.0,19.25845
95065625.0,19.33847
95068750.0,19.41626
95071875.0,19.49142
95075000.0,19.56363
95078125.0,19.63253
95081250.0,19.69788
95084375.0,19.75941
95087500.0,19.81696
95090625.0,19.8703
95093750.0,19.91933
95096875.0,19.96391
95100000.0,20.00398
95103125.0,20.03944
95106250.0,20.07024
95109375.0,20.09636
95112500.0,20.11777
95115625.0,20.13445
95118750.0,20.1464
95121875.0,20.15362
95125000.0,20.1561
95128125.0,20.15384
95131250.0,20.14685
95134375.0,20.13511
95137500.0,20.11862
95140625.0,20.09737
95143750.0,20.07133
95146875.0,20.04048
95150000.0,20.00481
95153125.0,19.96426
95156250.0,19.91885
95159375.0,19.86849
95162500.0,19.81319
95165625.0,19.75291
95168750.0,19.68765
95171875.0,19.6174
95175000.0,19.542141
95178125.0,19.46193
95181250.0,19.37678
95184375.0,19.28677
95187500.0,19.19199
95190625.0,19.09253
95193750.0,18.98857
95196875.0,18.88027
95200000.0,18.76784
95203125.0,18.65155
95206250.0,18.53168
95209375.0,18.40854
95212500.0,18.28252
95215625.0,18.15401
95218750.0,18.02345
95221875.0,17.94829
95225000.0,18.01417
95228125.0,18.07162
95231250.0,18.17406
95234375.0,18.26839
95237500.0,18.34618
95240625.0,18.40715
95243750.0,18.45107
95246875.0,18.4778
95250000.0,18.51085
95253125.0,18.56471
95256250.0,18.60934
95259375.0,18.64455
95262500.0,18.670311
95265625.0,18.68662
95268750.0,18.69358
95271875.0,18.6914
95275000.0,18.68253
95278125.0,18.66863
95281250.0,18.64333
95284375.0,18.60681
95287500.0,18.55929
95290625.0,18.50531
95293750.0,18.45
95296875.0,18.38937
95300000.0,18.32408
95303125.0,18.25484
95306250.0,18.18237
95309375.0,18.10738
95312500.0,18.030571
95315625.0,17.95261
95318750.0,17.87418
95321875.0,17.79586
95325000.0,17.71822
95328125.0,17.67916
95331250.0,17.76332
95334375.0,17.83829
95337500.0,17.90393
95340625.0,17.96014
95343750.0,18.00682
95346875.0,18.04396
95350000.0,18.07155
95353125.0,18.08964
95356250.0,18.0983
95359375.0,18.09763
95362500.0,18.08779
95365625.0,18.06896
95368750.0,18.0414
95371875.0,18.00536
95375000.0,17.96117
95378125.0,17.90921
95381250.0,17.84994
95384375.0,17.78384
95387500.0,17.71149
95390625.0,17.63351
95393750.0,17.55064
95396875.0,17.46365
95400000.0,17.37339
95403125.0,17.28083
95406250.0,17.18696
95409375.0,17.09286
95412500.0,16.99966
95415625.0,16.90854
95418750.0,16.82069
95421875.0,16.7373
95425000.0,16.65955
95428125.0,16.65781
95431250.0,16.70531
95434375.0,16.75272
95437500.0,16.79961
95440625.0,16.8456
95443750.0,16.8903
95446875.0,16.9334
95450000.0,16.97459
95453125.0,17.01362
95456250.0,17.05026
95459375.0,17.08432
95462500.0,17.11569
95465625.0,17.14426
95468750.0,17.17
95471875.0,17.19289
95475000.0,17.21302
95478125.0,17.23048
95481250.0,17.35899
95484375.0,17.48363
95487500.0,17.59705
95490625.0,17.69915
95493750.0,17.78979
95496875.0,17.8688
95500000.0,17.93601
95503125.0,17.99117
95506250.0,18.03405
95509375.0,18.06436
95512500.0,18.08179
95515625.0,18.08604
95518750.0,18.07672
95521875.0,18.05347
95525000.0,18.01588
95528125.0,17.96352
95531250.0,17.89597
95534375.0,17.81273
95537500.0,17.71333
95540625.0,17.63442
95543750.0,17.69606
95546875.0,17.76366
95550000.0,17.83693
95553125.0,17.91544
95556250.0,17.99865
95559375.0,18.08592
95562500.0,18.17651
95565625.0,18.26961
95568750.0,18.36436
95571875.0,18.45982
95575000.0,18.55507
95578125.0,18.64914
95581250.0,18.7411
95584375.0,18.83
95587500.0,18.91494
95590625.0,18.99503
95593750.0,19.06946
95596875.0,19.13741
95600000.0,19.19818
95603125.0,19.25109
95606250.0,19.29553
95609375.0,19.33097
95612500.0,19.35693
95615625.0,19.373
95618750.0,19.37884
95621875.0,19.37423
95625000.0,19.35895
95628125.0,19.3829
95631250.0,19.42081
95634375.0,19.43451
95637500.0,19.42387
95640625.0,19.38879
95643750.0,19.41874
95646875.0,19.44263
95650000.0,19.452961
95653125.0,19.44976
95656250.0,19.43311
95659375.0,19.40317
95662500.0,19.36017
95665625.0,19.30446
95668750.0,19.23639
95671875.0,19.15642
95675000.0,19.06508
95678125.0,18.96296
95681250.0,18.85069
95684375.0,18.72902
95687500.0,18.5987
95690625.0,18.46059
95693750.0,18.31557
95696875.0,18.1646
95700000.0,18.00867
95703125.0,17.8488
95706250.0,17.68608
95709375.0,17.52163
95712500.0,17.35656
95715625.0,17.192
95718750.0,17.05075
95721875.0,17.02651
95725000.0,16.99449
95728125.0,16.95364
95731250.0,16.90303
95734375.0,16.8418
95737500.0,16.7692
95740625.0,16.68456
95743750.0,16.58739
95746875.0,16.47724
95750000.0,16.38658
95753125.0,16.41051
95756250.0,16.45309
95759375.0,16.48933
95762500.0,16.51924
95765625.0,16.54288
95768750.0,16.56035
95771875.0,16.57175
95775000.0,16.57725
95778125.0,16.577
95781250.0,16.5712
95784375.0,16.56004
95787500.0,16.54375
95790625.0,16.52251
95793750.0,16.4966
95796875.0,16.46624
95800000.0,16.43165
95803125.0,16.3931
95806250.0,16.35083
95809375.0,16.30511
95812500.0,16.25687
95815625.0,16.21012
95818750.0,16.15895
95821875.0,16.10333
95825000.0,16.04326
95828125.0,16.0284
95831250.0,16.0838
95834375.0,16.12675
95837500.0,16.15686
95840625.0,16.17369
95843750.0,16.17688
95846875.0,16.16605
95850000.0,16.14085
95853125.0,16.10091
95856250.0,16.04596
95859375.0,15.97571
95862500.0,15.88989
95865625.0,15.78837
95868750.0,15.74759
95871875.0,15.76583
95875000.0,15.77931
95878125.0,15.78789
95881250.0,15.79132
95884375.0,15.79566
95887500.0,15.88504
95890625.0,15.96796
95893750.0,16.04362
95896875.0,16.11144
95900000.0,16.17088
95903125.0,16.22159
95906250.0,16.26337
95909375.0,16.29619
95912500.0,16.32015
95915625.0,16.33556
95918750.0,16.34284
95921875.0,16.34261
95925000.0,16.33562
95928125.0,16.32275
95931250.0,16.30501
95934375.0,16.35836
95937500.0,16.50639
95940625.0,16.64501
95943750.0,16.773901
95946875.0,16.89935
95950000.0,17.04831
95953125.0,17.19377
95956250.0,17.33474
95959375.0,17.47023
95962500.0,17.59921
95965625.0,17.72066
95968750.0,17.9608
95971875.0,18.25266
95975000.0,18.53523
95978125.0,18.80728
95981250.0,19.06758
95984375.0,19.31505
95987500.0,19.54861
95990625.0,19.76729
95993750.0,20.05458
95996875.0,20.38956
96000000.0,20.68431
96003125.0,20.93997
96006250.0,21.15749
96009375.0,21.3376
96012500.0,21.48089
96015625.0,21.587801
96018750.0,21.65865
96021875.0,21.69357
96025000.0,21.69268
96028125.0,21.65588
96031250.0,21.58305
96034375.0,21.47386
96037500.0,21.32794
96040625.0,21.29131
96043750.0,21.40403
96046875.0,21.50446
96050000.0,21.59255
96053125.0,21.66823
96056250.0,21.7314
96059375.0,21.78199
96062500.0,21.81993
96065625.0,21.84512
96068750.0,21.85747
96071875.0,21.8569
96075000.0,21.84335
96078125.0,21.81674
96081250.0,21.77704
96084375.0,21.7242
96087500.0,21.65821
96090625.0,21.57909
96093750.0,21.48686
96096875.0,21.38162
96100000.0,21.26346
96103125.0,21.13255
96106250.0,20.98909
96109375.0,20.83332
96112500.0,20.66559
96115625.0,20.48624
96118750.0,20.29575
96121875.0,20.09463
96125000.0,19.8835
96128125.0,19.66302
96131250.0,19.434
96134375.0,19.19727
96137500.0,18.95382
96140625.0,18.79366
96143750.0,18.96176
96146875.0,19.11335
96150000.0,19.24845
96153125.0,19.36709
96156250.0,19.46933
96159375.0,19.55527
96162500.0,19.62505
96165625.0,19.67885
96168750.0,19.71689
96171875.0,19.73941
96175000.0,19.74676
96178125.0,19.7393
96181250.0,19.71748
96184375.0,19.68177
96187500.0,19.63271
96190625.0,19.57092
96193750.0,19.49706
96196875.0,19.41184
96200000.0,19.316021
96203125.0,19.21046
96206250.0,19.09598
96209375.0,18.97349
96212500.0,18.84393
96215625.0,18.70824
96218750.0,18.56737
96221875.0,18.42226
96225000.0,18.27381
96228125.0,18.1229
96231250.0,17.97032
96234375.0,17.81679
96237500.0,17.66292
96240625.0,17.50919
96243750.0,17.35594
96246875.0,17.20338
96250000.0,17.05154
96253125.0,16.90024
96256250.0,16.74918
96259375.0,16.59785
96262500.0,16.50591
96265625.0,16.59744
96268750.0,16.67808
96271875.0,16.7485
96275000.0,16.80949
96278125.0,16.86179
96281250.0,16.90626
96284375.0,16.94377
96287500.0,16.9752
96290625.0,17.00149
96293750.0,17.02357
96296875.0,17.04241
96300000.0,17.05896
96303125.0,17.07417
96306250.0,17.089
96309375.0,17.10432
96312500.0,17.12102
96315625.0,17.13988
96318750.0,17.16163
96321875.0,17.18689
96325000.0,17.21621
96328125.0,17.24998
96331250.0,17.28848
96334375.0,17.33186
96337500.0,17.3801
96340625.0,17.43307
96343750.0,17.51697
96346875.0,17.62245
96350000.0,17.71225
96353125.0,17.78543
96356250.0,17.84115
96359375.0,17.87861
96362500.0,17.95814
96365625.0,18.07874
96368750.0,18.19086
96371875.0,18.29361
96375000.0,18.38618
96378125.0,18.4679
96381250.0,18.53819
96384375.0,18.59662
96387500.0,18.64285
96390625.0,18.6767
96393750.0,18.69807
96396875.0,18.70699
96400000.0,18.70363
96403125.0,18.68823
96406250.0,18.66225
96409375.0,18.68613
96412500.0,18.69717
96415625.0,18.69487
96418750.0,18.67944
96421875.0,18.65116
96425000.0,18.61044
96428125.0,18.55774
96431250.0,18.49362
96434375.0,18.4187
96437500.0,18.33366
96440625.0,18.23923
96443750.0,18.13618
96446875.0,18.02532
96450000.0,17.90751
96453125.0,17.78355
96456250.0,17.65434
96459375.0,17.52071
96462500.0,17.3835
96465625.0,17.24354
96468750.0,17.10163
96471875.0,16.95854
96475000.0,16.81503
96478125.0,16.67183
96481250.0,16.52961
96484375.0,16.43849
96487500.0,16.34814
96490625.0,16.32443
96493750.0,16.34274
96496875.0,16.35738
96500000.0,16.36845
96503125.0,16.37606
96506250.0,16.55997
96509375.0,16.75061
96512500.0,16.922
96515625.0,17.07475
96518750.0,17.20946
96521875.0,17.32668
96525000.0,17.42691
96528125.0,17.5107
96531250.0,17.57846
96534375.0,17.63071
96537500.0,17.667841
96540625.0,17.69031
96543750.0,17.69858
96546875.0,17.69304
96550000.0,17.67414
96553125.0,17.64235
96556250.0,17.59814
96559375.0,17.54198
96562500.0,17.47441
96565625.0,17.39598
96568750.0,17.30728
96571875.0,17.20896
96575000.0,17.10168
96578125.0,16.98618
96581250.0,16.86325
96584375.0,16.73374
96587500.0,16.59854
96590625.0,16.4586
96593750.0,16.31494
96596875.0,16.16862
96600000.0,16.02071
96603125.0,15.87238
96606250.0,15.72478
96609375.0,15.57907
96612500.0,15.43957
96615625.0,15.4642105
96618750.0,15.48236
96621875.0,15.57102
96625000.0,15.73642
96628125.0,15.88997
96631250.0,16.02997
96634375.0,16.15497
96637500.0,16.26377
96640625.0,16.35536
96643750.0,16.42895
96646875.0,16.48387
96650000.0,16.51965
96653125.0,16.53592
96656250.0,16.53252
96659375.0,16.50943
96662500.0,16.46684
96665625.0,16.40514
96668750.0,16.325
96671875.0,16.22742
96675000.0,16.11374
96678125.0,15.98583
96681250.0,15.84608
96684375.0,15.78203
96687500.0,15.8708
96690625.0,15.96954
96693750.0,16.0775
96696875.0,16.19369
96700000.0,16.31698
96703125.0,16.44609
96706250.0,16.57962
96709375.0,16.7161
96712500.0,16.85403
96715625.0,16.99192
96718750.0,17.12831
96721875.0,17.26176
96725000.0,17.39098
96728125.0,17.51469
96731250.0,17.63181
96734375.0,17.74129
96737500.0,17.84228
96740625.0,17.93404
96743750.0,18.01595
96746875.0,18.17299
96750000.0,18.32002
96753125.0,18.45428
96756250.0,18.5744
96759375.0,18.679081
96762500.0,18.76701
96765625.0,18.83692
96768750.0,18.88754
96771875.0,18.92529
96775000.0,18.97412
96778125.0,19.00767
96781250.0,19.02568
96784375.0,19.02801
96787500.0,19.01458
96790625.0,18.98535
96793750.0,18.94037
96796875.0,18.8797
96800000.0,18.80353
96803125.0,18.71207
96806250.0,18.60564
96809375.0,18.48463
96812500.0,18.34949
96815625.0,18.32545
96818750.0,18.49502
96821875.0,18.65386
96825000.0,18.80253
96828125.0,18.94136
96831250.0,19.0705
96834375.0,19.18997
96837500.0,19.29961
96840625.0,19.39909
96843750.0,19.48795
96846875.0,19.56564
96850000.0,19.63145
96853125.0,19.68459
96856250.0,19.72423
96859375.0,19.74944
96862500.0,19.75924
96865625.0,19.81593
96868750.0,19.87815
96871875.0,19.92085
96875000.0,19.96106
96878125.0,20.08836
96881250.0,20.19973
96884375.0,20.29422
96887500.0,20.37093
96890625.0,20.42903
96893750.0,20.4678
96896875.0,20.48655
96900000.0,20.48466
96903125.0,20.46162
96906250.0,20.41693
96909375.0,20.35014
96912500.0,20.26086
96915625.0,20.14873
96918750.0,20.01345
96921875.0,19.85469
96925000.0,19.78072
96928125.0,19.72783
96931250.0,19.66132
96934375.0,19.58159
96937500.0,19.48909
96940625.0,19.38434
96943750.0,19.2679
96946875.0,19.14037
96950000.0,19.0024
96953125.0,18.85463
96956250.0,18.69778
96959375.0,18.53255
96962500.0,18.35964
96965625.0,18.17981
96968750.0,17.9938
96971875.0,17.80238
96975000.0,17.60632
96978125.0,17.40641
96981250.0,17.20348
96984375.0,16.99839
96987500.0,16.88315
96990625.0,16.88081
96993750.0,16.88187
96996875.0,16.88599
97000000.0,16.8929
97003125.0,16.90243
