freq_MHz,dBuV_z
31475000.0,11.28354
31478125.0,11.06924
31481250.0,10.85022
31484375.0,10.62737
31487500.0,10.52313
31490625.0,10.58818
31493750.0,10.64543
31496875.0,10.69425
31500000.0,10.73399
31503125.0,10.76401
31506250.0,10.78365
31509375.0,10.79228
31512500.0,10.80063
31515625.0,10.86743
31518750.0,10.90998
31521875.0,10.92866
31525000.0,10.9238
31528125.0,10.89568
31531250.0,10.87657
31534375.0,10.92566
31537500.0,10.95792
31540625.0,10.97317
31543750.0,10.97136
31546875.0,10.95245
31550000.0,10.91651
31553125.0,10.86368
31556250.0,10.79413
31559375.0,10.70808
31562500.0,10.60583
31565625.0,10.48768
31568750.0,10.35397
31571875.0,10.20503
31575000.0,10.05111
31578125.0,10.08439
31581250.0,10.11421
31584375.0,10.1404
31587500.0,10.1626005
31590625.0,10.18027
31593750.0,10.19275
31596875.0,10.1992
31600000.0,10.28861
31603125.0,10.4512205
31606250.0,10.58176
31609375.0,10.68168
31612500.0,10.75221
31615625.0,10.79443
31618750.0,10.80926
31621875.0,10.79748
31625000.0,10.75976
31628125.0,10.69669
31631250.0,10.60876
31634375.0,10.49643
31637500.0,10.36005
31640625.0,10.33414
31643750.0,10.45773
31646875.0,10.56561
31650000.0,10.65826
31653125.0,10.73618
31656250.0,10.7998705
31659375.0,10.84982
31662500.0,10.88656
31665625.0,10.91056
31668750.0,10.92235
31671875.0,10.92241
31675000.0,10.94612
31678125.0,10.99066
31681250.0,11.01721
31684375.0,11.026
31687500.0,11.01726
31690625.0,10.99129
31693750.0,10.94839
31696875.0,10.98263
31700000.0,11.11017
31703125.0,11.22144
31706250.0,11.31593
31709375.0,11.39325
31712500.0,11.45319
31715625.0,11.49556
31718750.0,11.52034
31721875.0,11.52754
31725000.0,11.51729
31728125.0,11.60379
31731250.0,11.74927
31734375.0,11.88712
31737500.0,12.01679
31740625.0,12.13772
31743750.0,12.2494
31746875.0,12.35135
31750000.0,12.44309
31753125.0,12.52417
31756250.0,12.59419
31759375.0,12.65277
31762500.0,12.69954
31765625.0,12.73419
31768750.0,12.75642
31771875.0,12.76599
31775000.0,12.76266
31778125.0,12.74625
31781250.0,12.71659
31784375.0,12.67357
31787500.0,12.6171
31790625.0,12.5471
31793750.0,12.46362
31796875.0,12.36665
31800000.0,12.25627
31803125.0,12.13263
31806250.0,11.9959
31809375.0,11.84629
31812500.0,11.68415
31815625.0,11.50984
31818750.0,11.32381
31821875.0,11.1266
31825000.0,11.0988
31828125.0,11.13438
31831250.0,11.16555
31834375.0,11.1924305
31837500.0,11.264
31840625.0,11.31972
31843750.0,11.35959
31846875.0,11.38359
31850000.0,11.39164
31853125.0,11.38365
31856250.0,11.35949
31859375.0,11.31895
31862500.0,11.26185
31865625.0,11.1879
31868750.0,11.09678
31871875.0,10.98817
31875000.0,10.86163
31878125.0,10.71671
31881250.0,10.67751
31884375.0,10.73653
31887500.0,10.77351
31890625.0,10.7885
31893750.0,10.78152
31896875.0,10.824
31900000.0,10.98624
31903125.0,11.12201
31906250.0,11.23239
31909375.0,11.31834
31912500.0,11.38079
31915625.0,11.42056
31918750.0,11.43836
31921875.0,11.43486
31925000.0,11.4106
31928125.0,11.36604
31931250.0,11.30155
31934375.0,11.21741
31937500.0,11.11373
31940625.0,10.99058
31943750.0,10.85619
31946875.0,10.76739
31950000.0,10.66668
31953125.0,10.55418
31956250.0,10.43001
31959375.0,10.29426
31962500.0,10.21719
31965625.0,10.34764
31968750.0,10.46247
31971875.0,10.56141
31975000.0,10.6442
31978125.0,10.71067
31981250.0,10.76065
31984375.0,10.79401
31987500.0,10.81065
31990625.0,10.81046
31993750.0,10.79338
31996875.0,10.75935
32000000.0,10.70835
32003125.0,10.64037
32006250.0,10.55547
32009375.0,10.45373
32012500.0,10.33529
32015625.0,10.31815
32018750.0,10.42213
32021875.0,10.51791
32025000.0,10.60487
32028125.0,10.68234
32031250.0,10.74979
32034375.0,10.80667
32037500.0,10.85251
32040625.0,10.88684
32043750.0,10.90929
32046875.0,10.91947
32050000.0,10.91703
32053125.0,10.99553
32056250.0,11.07501
32059375.0,11.14493
32062500.0,11.20523
32065625.0,11.25591
32068750.0,11.29695
32071875.0,11.32833
32075000.0,11.35005
32078125.0,11.36214
32081250.0,11.36459
32084375.0,11.35741
32087500.0,11.3406
32090625.0,11.31414
32093750.0,11.27802
32096875.0,11.2322
32100000.0,11.1766205
32103125.0,11.11125
32106250.0,11.036
32109375.0,10.95084
32112500.0,10.85566
32115625.0,10.7504
32118750.0,10.71904
32121875.0,10.78001
32125000.0,10.8335
32128125.0,10.87951
32131250.0,10.91806
32134375.0,10.94918
32137500.0,10.97293
32140625.0,10.98933
32143750.0,10.99853
32146875.0,11.00064
32150000.0,10.99582
32153125.0,10.9843
32156250.0,10.96635
32159375.0,10.94234
32162500.0,10.91264
32165625.0,10.87775
32168750.0,10.83823
32171875.0,10.79465
32175000.0,10.74771
32178125.0,10.69809
32181250.0,10.65396
32184375.0,10.66189
32187500.0,10.65977
32190625.0,10.64715
32193750.0,10.62355
32196875.0,10.69977
32200000.0,10.88851
32203125.0,11.0642805
32206250.0,11.22542
32209375.0,11.37051
32212500.0,11.49828
32215625.0,11.60764
32218750.0,11.69763
32221875.0,11.76745
32225000.0,11.81636
32228125.0,11.84371
32231250.0,11.84895
32234375.0,11.83158
32237500.0,11.79115
32240625.0,11.72726
32243750.0,11.73018
32246875.0,11.79648
32250000.0,11.8517
32253125.0,11.89623
32256250.0,11.93047
32259375.0,11.95477
32262500.0,11.9695
32265625.0,11.97502
32268750.0,11.97166
32271875.0,11.95975
32275000.0,11.93964
32278125.0,11.91158
32281250.0,11.87595
32284375.0,11.833
32287500.0,11.78305
32290625.0,11.72637
32293750.0,11.66325
32296875.0,11.59398
32300000.0,11.51883
32303125.0,11.43805
32306250.0,11.35191
32309375.0,11.26072
32312500.0,11.1647005
32315625.0,11.12083
32318750.0,11.09036
32321875.0,11.04929
32325000.0,10.99729
32328125.0,10.9341
32331250.0,10.85952
32334375.0,10.77335
32337500.0,10.67545
32340625.0,10.68892
32343750.0,10.79578
32346875.0,10.89326
32350000.0,10.98054
32353125.0,11.05696
32356250.0,11.12199
32359375.0,11.1752405
32362500.0,11.2165
32365625.0,11.24564
32368750.0,11.26264
32371875.0,11.26759
32375000.0,11.26067
32378125.0,11.24217
32381250.0,11.2124
32384375.0,11.17178
32387500.0,11.1207905
32390625.0,11.05992
32393750.0,10.98978
32396875.0,10.91093
32400000.0,10.82407
32403125.0,10.72985
32406250.0,10.76327
32409375.0,10.79589
32412500.0,10.82106
32415625.0,10.83899
32418750.0,10.84984
32421875.0,10.8539
32425000.0,10.85142
32428125.0,10.8428
32431250.0,10.85121
32434375.0,10.87243
32437500.0,10.88944
32440625.0,10.90242
32443750.0,10.94257
32446875.0,11.1106205
32450000.0,11.2707405
32453125.0,11.42174
32456250.0,11.56265
32459375.0,11.69262
32462500.0,11.81094
32465625.0,11.91708
32468750.0,12.0106
32471875.0,12.0912
32475000.0,12.15869
32478125.0,12.213
32481250.0,12.25415
32484375.0,12.28226
32487500.0,12.29752
32490625.0,12.30025
32493750.0,12.29083
32496875.0,12.26974
32500000.0,12.23754
32503125.0,12.19485
32506250.0,12.14239
32509375.0,12.08095
32512500.0,12.01134
32515625.0,11.93455
32518750.0,11.85149
32521875.0,11.7632
32525000.0,11.67073
32528125.0,11.5751505
32531250.0,11.47752
32534375.0,11.37897
32537500.0,11.28049
32540625.0,11.18311
32543750.0,11.08778
32546875.0,11.10883
32550000.0,11.24951
32553125.0,11.37179
32556250.0,11.47517
32559375.0,11.55923
32562500.0,11.62353
32565625.0,11.66764
32568750.0,11.69109
32571875.0,11.69344
32575000.0,11.67424
32578125.0,11.633
32581250.0,11.56921
32584375.0,11.48241
32587500.0,11.37204
32590625.0,11.39004
32593750.0,11.56168
32596875.0,11.70831
32600000.0,11.83033
32603125.0,11.92823
32606250.0,12.00259
32609375.0,12.05405
32612500.0,12.08333
32615625.0,12.09116
32618750.0,12.07839
32621875.0,12.04591
32625000.0,11.99468
32628125.0,11.92574
32631250.0,11.84016
32634375.0,11.7391405
32637500.0,11.62393
32640625.0,11.53693
32643750.0,11.70104
32646875.0,11.85316
32650000.0,11.99226
32653125.0,12.11746
32656250.0,12.22795
32659375.0,12.32311
32662500.0,12.4023905
32665625.0,12.46535
32668750.0,12.5116005
32671875.0,12.54086
32675000.0,12.55285
32678125.0,12.54737
32681250.0,12.52428
32684375.0,12.48343
32687500.0,12.42473
32690625.0,12.34812
32693750.0,12.25354
32696875.0,12.14096
32700000.0,12.01036
32703125.0,11.86176
32706250.0,11.69514
32709375.0,11.51057
32712500.0,11.30806
32715625.0,11.39466
32718750.0,11.46592
32721875.0,11.51624
32725000.0,11.54543
32728125.0,11.55321
32731250.0,11.53928
32734375.0,11.5032
32737500.0,11.4445305
32740625.0,11.36277
32743750.0,11.2574005
32746875.0,11.12786
32750000.0,11.09304
32753125.0,11.12904
32756250.0,11.16051
32759375.0,11.18769
32762500.0,11.30106
32765625.0,11.4626
32768750.0,11.61453
32771875.0,11.75605
32775000.0,11.88638
32778125.0,12.00479
32781250.0,12.11064
32784375.0,12.2033205
32787500.0,12.28226
32790625.0,12.34697
32793750.0,12.39698
32796875.0,12.4319
32800000.0,12.45135
32803125.0,12.45503
32806250.0,12.44264
32809375.0,12.41399
32812500.0,12.36884
32815625.0,12.30706
32818750.0,12.22848
32821875.0,12.19824
32825000.0,12.17319
32828125.0,12.14602
32831250.0,12.11769
32834375.0,12.08913
32837500.0,12.06126
32840625.0,12.03487
32843750.0,12.01065
32846875.0,11.98923
32850000.0,11.97108
32853125.0,11.95653
32856250.0,11.94574
32859375.0,11.93876
32862500.0,11.9355
32865625.0,11.93568
32868750.0,12.01189
32871875.0,12.09332
32875000.0,12.1714
32878125.0,12.24593
32881250.0,12.31671
32884375.0,12.38351
32887500.0,12.44605
32890625.0,12.50407
32893750.0,12.55725
32896875.0,12.60533
32900000.0,12.64801
32903125.0,12.68504
32906250.0,12.71613
32909375.0,12.74106
32912500.0,12.75957
32915625.0,12.77148
32918750.0,12.77655
32921875.0,12.7745905
32925000.0,12.7654
32928125.0,12.7488
32931250.0,12.7246
32934375.0,12.69259
32937500.0,12.65257
32940625.0,12.60432
32943750.0,12.54764
32946875.0,12.4831
32950000.0,12.43557
32953125.0,12.37185
32956250.0,12.29182
32959375.0,12.23953
32962500.0,12.22551
32965625.0,12.27852
32968750.0,12.39693
32971875.0,12.50743
32975000.0,12.60959
32978125.0,12.70309
32981250.0,12.78762
32984375.0,12.86297
32987500.0,12.92892
32990625.0,12.9853
32993750.0,13.03199
32996875.0,13.0688505
33000000.0,13.09585
33003125.0,13.11292
33006250.0,13.12006
33009375.0,13.11725
33012500.0,13.10454
33015625.0,13.08199
33018750.0,13.11038
33021875.0,13.2784605
33025000.0,13.43
33028125.0,13.56475
33031250.0,13.6826
33034375.0,13.78342
33037500.0,13.86723
33040625.0,13.93404
33043750.0,13.98399
33046875.0,14.01727
33050000.0,14.03418
33053125.0,14.03506
33056250.0,14.0203705
33059375.0,13.99071
33062500.0,13.94672
33065625.0,13.88916
33068750.0,13.81895
33071875.0,13.7370405
33075000.0,13.64456
33078125.0,13.54269
33081250.0,13.43275
33084375.0,13.31612
33087500.0,13.1942005
33090625.0,13.0684805
33093750.0,13.01818
33096875.0,13.05928
33100000.0,13.09719
33103125.0,13.13237
33106250.0,13.16515
33109375.0,13.19578
33112500.0,13.22437
33115625.0,13.25098
33118750.0,13.27554
33121875.0,13.2979
33125000.0,13.3178
33128125.0,13.33491
33131250.0,13.34885
33134375.0,13.35919
33137500.0,13.36545
33140625.0,13.36715
33143750.0,13.3638
33146875.0,13.35494
33150000.0,13.34014
33153125.0,13.319
33156250.0,13.29124
33159375.0,13.40913
33162500.0,13.53928
33165625.0,13.67052
33168750.0,13.80214
33171875.0,13.93346
33175000.0,14.06375
33178125.0,14.19231
33181250.0,14.31843
33184375.0,14.4414
33187500.0,14.56052
33190625.0,14.67517
33193750.0,14.78471
33196875.0,14.88858
33200000.0,14.98625
33203125.0,15.07721
33206250.0,15.16107
33209375.0,15.23743
33212500.0,15.30597
33215625.0,15.36645
33218750.0,15.41867
33221875.0,15.46249
33225000.0,15.49782
33228125.0,15.52465
33231250.0,15.54301
33234375.0,15.5530205
33237500.0,15.55482
33240625.0,15.54864
33243750.0,15.53471
33246875.0,15.5133705
33250000.0,15.48497
33253125.0,15.44992
33256250.0,15.40869
33259375.0,15.36176
33262500.0,15.30967
33265625.0,15.25298
33268750.0,15.19228
33271875.0,15.12817
33275000.0,15.0613
33278125.0,14.9922905
33281250.0,14.92179
33284375.0,14.85044
33287500.0,14.77885
33290625.0,14.70766
33293750.0,14.79726
33296875.0,14.98928
33300000.0,15.17232
33303125.0,15.34654
33306250.0,15.51216
33309375.0,15.66939
33312500.0,15.81841
33315625.0,15.95947
33318750.0,16.09275
33321875.0,16.21843
33325000.0,16.33668
33328125.0,16.44768
33331250.0,16.55154
33334375.0,16.64838
33337500.0,16.7383
33340625.0,16.82138
33343750.0,16.89765
33346875.0,16.96712
33350000.0,17.02978
33353125.0,17.08562
33356250.0,17.13458
33359375.0,17.17658
33362500.0,17.21153
33365625.0,17.23933
33368750.0,17.259861
33371875.0,17.27299
33375000.0,17.27859
33378125.0,17.27652
33381250.0,17.26666
33384375.0,17.24886
33387500.0,17.22302
33390625.0,17.18906
33393750.0,17.14687
33396875.0,17.0964
33400000.0,17.03763
33403125.0,16.97056
33406250.0,16.89523
33409375.0,16.81172
33412500.0,16.72016
33415625.0,16.62072
33418750.0,16.51363
33421875.0,16.39918
33425000.0,16.27769
33428125.0,16.14957
33431250.0,16.01527
33434375.0,15.87534
33437500.0,15.73032
33440625.0,15.58089
33443750.0,15.42773
33446875.0,15.27162
33450000.0,15.11337
33453125.0,14.95385
33456250.0,14.79396
33459375.0,14.63464
33462500.0,14.60997
33465625.0,14.58514
33468750.0,14.60771
33471875.0,14.62354
33475000.0,14.63267
33478125.0,14.65252
33481250.0,14.79587
33484375.0,14.9312
33487500.0,15.05769
33490625.0,15.17466
33493750.0,15.28141
33496875.0,15.37728
33500000.0,15.46168
33503125.0,15.53403
33506250.0,15.5938
33509375.0,15.6404705
33512500.0,15.67357
33515625.0,15.69261
33518750.0,15.69715
33521875.0,15.68676
33525000.0,15.661
33528125.0,15.61947
33531250.0,15.56174
33534375.0,15.48742
33537500.0,15.39612
33540625.0,15.28743
33543750.0,15.16095
33546875.0,15.01627
33550000.0,14.96112
33553125.0,14.99223
33556250.0,15.02203
33559375.0,15.05039
33562500.0,15.0772
33565625.0,15.10234
33568750.0,15.1257
33571875.0,15.14717
33575000.0,15.16666
33578125.0,15.18407
33581250.0,15.19932
33584375.0,15.21234
33587500.0,15.22308
33590625.0,15.23148
33593750.0,15.2375
33596875.0,15.2411
33600000.0,15.27891
33603125.0,15.43005
33606250.0,15.56537
33609375.0,15.68453
33612500.0,15.78733
33615625.0,15.87364
33618750.0,15.94341
33621875.0,15.99667
33625000.0,16.03355
33628125.0,16.05423
33631250.0,16.05897
33634375.0,16.048111
33637500.0,16.02206
33640625.0,15.98133
33643750.0,15.92645
33646875.0,15.85809
33650000.0,15.77695
33653125.0,15.68383
33656250.0,15.5796
33659375.0,15.46519
33662500.0,15.34163
33665625.0,15.20996
33668750.0,15.07133
33671875.0,14.92686
33675000.0,14.84556
33678125.0,14.88646
33681250.0,14.92595
33684375.0,14.96371
33687500.0,14.99952
33690625.0,15.03316
33693750.0,15.06447
33696875.0,15.09335
33700000.0,15.1197405
33703125.0,15.14359
33706250.0,15.16498
33709375.0,15.18394
33712500.0,15.20058
33715625.0,15.21503
33718750.0,15.22745
33721875.0,15.2380705
33725000.0,15.24702
33728125.0,15.2545805
33731250.0,15.26096
33734375.0,15.26638
33737500.0,15.2710705
33740625.0,15.27525
33743750.0,15.27913
33746875.0,15.28287
33750000.0,15.28665
33753125.0,15.2906
33756250.0,15.29481
33759375.0,15.29935
33762500.0,15.30421
33765625.0,15.30941
33768750.0,15.31485
33771875.0,15.32043
33775000.0,15.32598
33778125.0,15.3313
33781250.0,15.33613
33784375.0,15.34018
33787500.0,15.34313
33790625.0,15.34459
33793750.0,15.34416
33796875.0,15.34142
33800000.0,15.33592
33803125.0,15.32717
33806250.0,15.31471
33809375.0,15.29804
33812500.0,15.27668
33815625.0,15.25011
33818750.0,15.21786
33821875.0,15.17949
33825000.0,15.13448
33828125.0,15.08243
33831250.0,15.02288
33834375.0,14.95546
33837500.0,14.87975
33840625.0,14.79543
33843750.0,14.70218
33846875.0,14.59967
33850000.0,14.48765
33853125.0,14.3658905
33856250.0,14.23418
33859375.0,14.09235
33862500.0,13.9917
33865625.0,13.98145
33868750.0,13.96663
33871875.0,13.94723
33875000.0,13.92335
33878125.0,13.89503
33881250.0,13.86243
33884375.0,13.82571
33887500.0,13.78503
33890625.0,13.74065
33893750.0,13.69282
33896875.0,13.64185
33900000.0,13.58804
33903125.0,13.53175
33906250.0,13.47334
33909375.0,13.41325
33912500.0,13.3518505
33915625.0,13.2896
33918750.0,13.22691
33921875.0,13.16429
33925000.0,13.10215
33928125.0,13.04095
33931250.0,13.06397
33934375.0,13.1497
33937500.0,13.23037
33940625.0,13.30559
33943750.0,13.3750105
